labels,text
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,Good evening! this is roger. How are you?
ham,Ok. No wahala. Just remember that a friend in need ...
ham,I accidentally brought em home in the box
ham,"Aight will do, thanks again for comin out"
ham,Hey tmr maybe can meet you at yck
ham,I'm not. She lip synced with shangela.
ham,Pls she needs to dat slowly or she will vomit more.
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,Hi :)finally i completed the course:)
ham,When/where do I pick you up
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
ham,Wif my family booking tour package.
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,Aight sorry I take ten years to shower. What's the plan?
ham,Ok then u tell me wat time u coming later lor.
ham,I anything lor.
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,Or just do that 6times
ham,Happy birthday... May all ur dreams come true...
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,Ya it came a while ago
ham,"Awesome, text me when you're restocked"
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Yup. Thk of u oso boring wat.
ham,Wat uniform? In where get?
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,"Sorry, I'll call later"
ham,Anytime...
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,Even if he my friend he is a priest call him now
ham,No probably  &lt;#&gt; %.
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,Im done. Just studyn in library
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,Yo dude guess who just got arrested the other day
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,"Hi elaine, is today's meeting confirmed?"
ham,K.k..how is your sister kids?
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,"Damn, poor zac doesn't stand a chance"
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,Love you aathi..love u lot..
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,when you and derek done with class?
ham,No. Thank you. You've been wonderful
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,What's the significance?
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,"Well, I meant as opposed to my drunken night of before"
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,... Are you in the pub?
ham,Hasn't that been the pattern recently crap weekends?
ham,Prakesh is there know.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Great! How is the office today?
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,"It could work, we'll reach a consensus at the next meeting"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Ok... Ur typical reply...
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,Thats cool. i liked your photos. You are very sexy!
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
ham,Ill be there on  &lt;#&gt;  ok.
ham,Apart from the one i told you about yesterday?
ham,What happen dear. Why you silent. I am tensed
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,K:)k.are you in college?
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
ham,Dont gimme that lip caveboy
ham,I cant pick the phone right now. Pls send a message
ham,Where are the garage keys? They aren't on the bookshelf
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,I hope you know I'm still mad at you.
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,I'm gonna rip out my uterus.
ham,So when you gonna get rimac access 
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,Got meh... When?
ham,K..k..any special today?
ham,We'll join the  &lt;#&gt;  bus
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
ham,I asked sen to come chennai and search for job.
ham,K do I need a login or anything
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,"Sorry, I'll call later"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Yup... From what i remb... I think should be can book... 
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,When did dad get back.
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,Remember on that day..
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,Midnight at the earliest
ham,Home so we can always chat
ham,Might ax well im there.
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,I think i am disturbing her da
ham,Hey check it da. I have listed da.
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,What is this 'hex' place you talk of? Explain!
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,WHAT TIME U WRKIN?
ham,Ok. Me watching tv too.
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
ham,Just sent it. So what type of food do you like?
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"There're some people by mu, I'm at the table by lambda"
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,Are you not around or just still asleep? :V
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Play w computer? Aiyah i tok 2 u lor?
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,Have you got Xmas radio times. If not i will get it now
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,East coast
ham,I not at home now lei...
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,So when do you wanna gym harri
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,"Come to mu, we're sorting out our narcotics situation"
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
